Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
11/20/2018,Highlight,Loved,사랑했나봐,,https://youtu.be/-e7CIlMRayY,Boy,Major
11/19/2018,VOISPER,Goodbye to Goodbye,,,https://youtu.be/Tj-PwynOrvQ,Boy,Major
11/19/2018,Wanna One,Spring Breeze,봄바람,,https://youtu.be/FD2mik4V5EE,Boy,Major
11/16/2018,Aqua,Log In,,,https://youtu.be/9r9DqkWrBlY,Girl,Major
11/15/2018,Maywish,Hello,,,https://youtu.be/PJbd-Ocj6OQ,Girl,Major
11/15/2018,THE MAN BLK,Free Fall,,,https://youtu.be/zC2QGZCxpjg,Boy,Major
11/14/2018,Hotshot,I Hate You,니가 미워,,https://youtu.be/gJggJj7Wznk,Boy,Major
11/14/2018,Dreamcatcher,What,,,https://youtu.be/-GwP6BnZt1Y,Girl,Japanese
11/14/2018,Stray Kids,Get Cool,,,https://youtu.be/BcXwZEbOvpo,Boy,Major
11/13/2018,Hyoyeon,Punk Right Now,,,https://youtu.be/ZOxlPu_rizU,Girl Solo,Major
11/12/2018,Chae Yeon,Bazzaya,봤자야,,https://youtu.be/lW18GN9TfZc,Girl Solo,Major
11/12/2018,Taemin,Under My Skin,,,https://youtu.be/D0OTv7ZUle4,Boy Solo,Japanese
11/12/2018,D-CRUNCH,Stealer,,,https://youtu.be/It8JCNyFW38,Boy,Major
11/12/2018,BtoB,Beautiful Pain,아름답고도 아프구나,,https://youtu.be/KLNr84h5qL4,Boy,Major
11/12/2018,Jennie,Solo,,,https://youtu.be/b73BI9eUkjM,Girl Solo,Major
11/11/2018,P.O,Comme Des Garcons,소년처럼,,https://youtu.be/ijSbzTvM_mc,Boy Solo,Major
11/9/2018,Seventeen,Holiday,,,https://youtu.be/rJn8WCCkFqU,Boy,Minor
11/8/2018,H.U.B,Finale,피날레,,https://youtu.be/CV7imF0aPyY,Girl,Major
11/7/2018,DreamNote,Dream Note,드림노트,,https://youtu.be/8C97vYXlVc0,Girl,Major
11/6/2018,Key,Forever Yours feat. Soyou,,,https://youtu.be/BJUjR2N0aEM,Boy Solo,Major
11/6/2018,gugudan,Not That Type,,August Frogs,https://youtu.be/_2Nn5hH82k0,Girl,Major
11/5/2018,A Train To Autumn,That Season You Were In,네가 있던 계절,,https://youtu.be/6Bd4SDyCOk4,Girl,Major
11/5/2018,Twice,Yes or Yes,,Naive,https://youtu.be/mAKsZ26SabQ,Girl,Major
11/4/2018,Fallanc,Never Mind,,,https://youtu.be/7o8Kw_70jqM,Boy,Major
11/4/2018,Spectrum,What Do I Do,,,https://youtu.be/gqIGi6U5Hvw,Boy,Major
11/2/2018,Exo,Tempo,,,https://youtu.be/iwd8N6K-sLk,Boy,Major
11/2/2018,Dreamcatcher,Wonderland,,,https://youtu.be/iITO8xBvcHI,Girl,Minor
11/1/2018,TST,Paradise,낙원,,https://youtu.be/o63Swt9TYgs,Boy,Major
10/30/2018,Black6ix,Swamp of Despair,절망의 늪,,https://youtu.be/w-xAfgSj0oI,Boy,Major
10/30/2018,JBJ95,Home,,,https://youtu.be/i8DLEg3Ec9I,Boy,Major
10/30/2018,14U,N.E.W.S,나침반,,https://youtu.be/KGFV-mC0r2E,Boy,Major
10/30/2018,Pink Fantasy,Iriwa,이리와,,https://youtu.be/scGWBELo5HA,Girl,Major
10/29/2018,Pierce,Galaxy,,,https://youtu.be/IEHpkSJw5L4,Girl,Major
10/29/2018,IZ*ONE,La Vie en Rose,라비앙로즈,,https://youtu.be/WZwr2a_lFWY,Girl,Major
10/29/2018,HeyGirls,Yoo Hoo Hoo,유후후,,https://youtu.be/3ah-IUOoiAE,Girl,Major
10/27/2018,Abry,Over & Gone,,,https://youtu.be/tm-fjknOI8g,Girl,Major
10/26/2018,N.Flying,Like A Flower,꽃,,https://youtu.be/gSOOZqGQFnI,Boy,Minor
10/24/2018,ATEEZ,Treasure,,,https://youtu.be/tLV83ndOwz4,Boy,Major
10/24/2018,Golden Child,Genie,지니,,https://youtu.be/VfSOTFSln2M,Boy,Major
10/24/2018,BoA,Woman,우먼,,https://youtu.be/RlMg8FbcP7g,Girl Solo,Major
10/22/2018,MONSTA X,Shoot Out,,,https://youtu.be/MS10Zz49FHE,Boy,Major
10/22/2018,Stray Kids,I Am You,,,https://youtu.be/CNfodZluR-Q,Boy,Major
10/17/2018,Shafla,DDu-Ru-DDu-PPa-Ra-Ppa,뚜루뚜 빠라빠,,https://youtu.be/EVOsqNcuhZU,Girl,Major
10/16/2018,Blue Fox,Wake Me Up,,,https://youtu.be/4I8z18g3CoE,Girl,Major
10/16/2018,APRIL,Oh! My Mistake,예쁜 게 죄,,https://youtu.be/wX-e5rvmtas,Girl,Major
10/16/2018,iKON,Freedom,바람,,https://youtu.be/Um5dcFcouVc,Boy,Minor
10/11/2018,Weki Meki,Crush,,ZANYBROS,https://youtu.be/bT2AMc8hI6A,Girl,Major
10/11/2018,VAV,Senorita,,,https://youtu.be/umv7vZ4SmCc,Boy,Major
10/11/2018,NCT 127,Regular (Korean ver.),,ETUI,https://youtu.be/Gif0E6jYakM,Boy,Major
10/10/2018,fromis_9,Love Bomb,,,https://youtu.be/-SK6cvkK4c0,Girl,Major
10/10/2018,Boys Republic,You're My,,,https://youtu.be/2vIt0Tz3bm4,Boy,Major
10/10/2018,Vibe,Not A Love,,,https://youtu.be/hCWOl4aZExI,Boy,Major
10/9/2018,OBroject,Tropical Night,열대야,,https://youtu.be/ge7Om0BJ-3k,Boy,Major
10/8/2018,Rose Finger,Hibidipop,,,https://youtu.be/I7U2OaZ-O9U,Girl,Major
10/8/2018,Snuper,You In My Eyes,내 눈에는 니가,,https://youtu.be/3tUaHSN7Kf0,Boy,Major
10/8/2018,Super Junior,One More Time (Otra Vez),,,https://youtu.be/7GqYSbc1tsM,Boy,Major
10/8/2018,Seven O'clock,Searchlight,,,https://youtu.be/PD_JGBX6LF8,Boy,Major
10/8/2018,Seven O'clock,Nothing Better,,,https://youtu.be/PL5TMNg3LhY,Boy,Major
10/8/2018,NCT 127,Regular (English ver.),,ETUI,https://youtu.be/gj-VU9oK2Yo,Boy,English
10/4/2018,Sugar Tint,Heart Ppyong,하트뿅,,https://youtu.be/i8z5vz5Oyew,Girl,Major
10/4/2018,The Rose,She's In The Rain,,,https://youtu.be/xBrTNZ5tRTQ,Boy,Major
10/2/2018,S.O.U.L,Get Myself With You,네 꿈이 좋아,,https://youtu.be/x-1IrOEdSu0,Boy,Major
10/1/2018,iKON,Goodbye Road,이별길,,https://youtu.be/2O6dRaBbFoo,Boy,Major
10/1/2018,NU'EST W,I Don't Care (with Spoonz),,,https://youtu.be/xzaZdHvk4uo,Boy,Major
10/1/2018,Noir,Airplane Mode,,,https://youtu.be/FEmnRksU10o,Boy,Major
9/30/2018,Super Junior,Animals,,,https://youtu.be/b7VReS2tMsI,Boy,Major
9/29/2018,Destiny,Like a Bomb,,,https://youtu.be/8UM8PqnTY80,Girl,Major
9/27/2018,"Onewe, Oneus",Last Song,,,https://youtu.be/Laa2XPzsGvw,Boy,Major
9/21/2018,Verivery,Super Special,,,https://youtu.be/D1hWFlHRRas,Boy,OST
9/20/2018,Eyedi,Red,,,https://youtu.be/JI6Jyup0Grc,Girl Solo,Major
9/20/2018,Dreamcatcher,What,,,https://youtu.be/pN0dkjp1deQ,Girl,Major
9/20/2018,S.I.S,Say Yes,응,,https://youtu.be/wUABnraw9Ds,Girl,Major
9/19/2018,WJSN,"Save Me, Save You",부탁해,,https://youtu.be/2wOBbRu3OOc,Girl,Major
9/18/2018,UNI.T,I mean,난말야,,https://youtu.be/2bY64rtP0wk,Girl,Major
9/18/2018,DAY6,Breaking Down,,,https://youtu.be/QmBaZKYEXN8,Boy,Japanese
9/18/2018,Purple,Maemmaeya,,,https://youtu.be/yOIMUrkSyYE,Girl,Major
9/17/2018,GOT7,Lullaby,럴러바이,,https://youtu.be/9RUeTYiJCyA,Boy,Major
9/17/2018,Lucente,Your Difference,뭔가달라,,https://youtu.be/L6sOa4OloIs,Boy,Major
9/16/2018,PLT,Igoholic,,,https://youtu.be/zp8nrsZUeto,Boy,Major
9/15/2018,UNI.T,Begin with the end,끝을 아는 시작,,https://youtu.be/3p4Uwgpc9MU,Girl,Minor
9/14/2018,VIXX,Reincarnation,,,https://youtu.be/6LQ6XD3zQrE,Boy,Japanese
9/10/2018,SHINee,Countless,셀 수 없는,,https://youtu.be/6lE0AJzOb-I,Boy,Major
9/10/2018,Pentagon,Naughty boy,청개구리,,https://youtu.be/DjrQGkFUnBo,Boy,Major
9/10/2018,Oh My Girl,Remember Me,불꽃놀이,,https://youtu.be/F-Li_1m4G7k,Girl,Major
9/9/2018,Berry Good,Mellow Mellow,,,https://youtu.be/Bce580BmQHc,Girl,Minor
9/9/2018,Day6,Beautiful Feeling,,,https://youtu.be/ltBiIr_QXac,Boy,Minor
9/6/2018,SG Wannabe,Let's Meet Up Now,만나자,,https://youtu.be/0iFJf5IAklo,Boy,Major
9/6/2018,Lipbubble,Yellow Pink,,,https://youtu.be/kEZQV77Syoc,Girl,Major
9/5/2018,GWSN,Puzzle Moon,퍼즐문,FantazyLab,https://youtu.be/MEmHy9OIzLA,Girl,Major
9/5/2018,Girls' Generation-Oh!GG,Lil' Touch,몰랐니,,https://youtu.be/SdzLl-XpJt0,Girl,Major
9/5/2018,The Boyz,Right Here,,,https://youtu.be/JSEQiv5Z7p4,Boy,Major
9/5/2018,Spectrum,Dear my,,,https://youtu.be/cFrZ7SCo1w8,Boy,Minor
9/5/2018,Kitten Girls,U Me Us,,,https://youtu.be/eWvov2_KJQk,Girl,Major
9/3/2018,Blanc7,Drama,드라마,,https://youtu.be/bV_D-hJSivo,Boy,Major
9/3/2018,100%,Heart,맘,,https://youtu.be/biz-ioGh1CM,Boy,Major
9/3/2018,GreatGuys,Illusion,일루션,,https://youtu.be/HQqybMUYF-k,Boy,Major
8/31/2018,Drug Restaurant,403,,,https://youtu.be/NmMVAHZk2_0,Boy,Major
8/30/2018,NCT Dream,We Go Up,,,https://youtu.be/LV1Es22E0RI,Boy,Major
8/30/2018,We Girls,On Air,,,https://youtu.be/XJkVwcU68Yo,Girl,Major
8/29/2018,Tropical,Mwah,므아,,https://youtu.be/OYfX3_mAG38,Girl,Major
8/28/2018,Shinhwa,Kiss Me Like That,,,https://youtu.be/LxVlNoJ94Oc,Boy,Major
8/28/2018,Camila,Red Lips,레드립스,,https://youtu.be/atgMIE_NCmM,Girl,Major
8/27/2018,Stray Kids,Awkward Silence,갑자기 분위기 싸해질 필요 없잖아요,,https://youtu.be/y289In1OdZI,Boy,Minor
8/27/2018,Alike,Summer Love,썸머러브,,https://youtu.be/XrmviSH05JQ,Girl,Major
8/24/2018,BTS,Idol,아이돌,Lumpens,https://youtu.be/pBuZEGYXA6E,Boy,Major
8/23/2018,Sha Sha,What The Heck,,,https://youtu.be/NANDtTecZWY,Girl,Major
8/20/2018,LOONA,Hi High,,,https://youtu.be/846cjX0ZTrk,Girl,Major
8/20/2018,UP10TION,So Beautiful,,,https://youtu.be/4H8F-8rZB38,Boy,Major
8/20/2018,MXM,Checkmate,,,https://youtu.be/xra9lkliXBk,Boy,Major
8/20/2018,DIA,Take Me,데리러 와,,https://youtu.be/UtResg5caW4,Girl,Minor
8/20/2018,DIA,Sweet Dream,,,https://youtu.be/qHS4hMmEa90,Girl,Minor
8/20/2018,DIA,Blue Day,,,https://youtu.be/GISyQl8r4Z4,Girl,Minor
8/18/2018,Bigflo,Upside Down,거꾸로,,https://youtu.be/6dQhQbBu1IY,Boy,Major
8/17/2018,The Singing Girls,Maybe Maybe,메이비 메이비,,https://youtu.be/By-mFuKijS0,Girl,Major
8/16/2018,Berry Good,Green Apple,풋사과,,https://youtu.be/-L0yllqbjk8,Girl,Major
8/16/2018,IMFACT,NANANA,나나나,,https://youtu.be/fQj3jh90Q5s,Boy,Major
8/16/2018,Super Junior-D&E,Bout you,머리부터 발끝까지,,https://youtu.be/6GBbTqsFog8,Boy,Major
8/16/2018,TWICE,BDZ,,,https://youtu.be/CMNahhgR_ss,Girl,Japanese
8/14/2018,MXM,Ya Ya Ya,,,https://youtu.be/gCb6XJ_2Z3E,Boy,Major
8/14/2018,(G)I-DLE,Hann,한(一),,https://youtu.be/OKNXn2qCEws,Girl,Major
8/11/2018,Brave Girls,Rollin' (New ver.),롤린,,https://youtu.be/MthLgPs7oU4,Girl,Major
8/10/2018,Hoons,"Sweet & Salty, Sweet & Salty",단짠단짠,,https://youtu.be/-G5Itci4KJ8,Boy,Major
8/9/2018,DIA,WooWoo,우우,,https://youtu.be/j1OUMTMwVsY,Girl,Major
8/9/2018,Cherry On Top,Hi Five,,,https://youtu.be/gIu3McQ09TE,Girl,Major
8/8/2018,KARD,Knockin' on my heaven's door,,,https://youtu.be/CMY14zAYUCA,Co-ed,Minor
8/7/2018,LOONA,Favorite,,,https://youtu.be/AFJPFfnzZ7w,Girl,Major
8/6/2018,D-Crunch,Palace,,,https://youtu.be/u5UtcO5L1N8,Boy,Major
8/6/2018,Red Velvet,Power Up,파워업,Flexible Pictures,https://youtu.be/aiHSVQy9xN8,Girl,Major
8/6/2018,Stray Kids,My Pace,,,https://youtu.be/pok5yDw77uM,Boy,Major
8/6/2018,UP10TION,Chaser,,,https://youtu.be/qOi8FgUcxrQ,Boy,Japanese
8/3/2018,Nature,Allegro Cantabile,너의 곁으로,,https://youtu.be/fuYXtN_MaIg,Girl,Major
8/2/2018,BtoB-Blue,When it rains,,,https://youtu.be/2urMSQ2Ms9o,Boy,Major
8/2/2018,iKON,KIlling Me,죽겠다,,https://youtu.be/RyVS7R9PN6U,Boy,Major
8/2/2018,Riot Kidz,Fahrenheit,,,https://youtu.be/Jsv7L7yFELs,Boy,Major
8/1/2018,Dreamcatcher,Mayday,,,https://youtu.be/_t9FAYWsUkM,Girl,Minor
8/1/2018,MONSTA X,Livin' It Up,,,https://youtu.be/YWL9ClaTm6E,Boy,Japanese
7/31/2018,SixBomb,Hiccup Hiccup,,,https://youtu.be/FsqP8zMD-Yo,Girl,Major
7/31/2018,SF9,Now or Never,질렀어,,https://youtu.be/he_U_kFCQE0,Boy,Major
7/28/2018,Rainz,I Love You,好きなんて,,https://youtu.be/aOgrBgFfnu0,Boy,Japanese
7/27/2018,Laboum,Between Us,체온,,https://youtu.be/d4hWIUSi73c,Girl,Major
7/26/2018,IN2IT,Sorry For My English,,,https://youtu.be/a9uoNiDBnys,Boy,Major
7/26/2018,100%,Grand Bleu,,,https://youtu.be/rOLwRCFPTJk,Boy,Major
7/26/2018,FTISLAND,Summer Night's Dream,여름밤의 꿈,,https://youtu.be/VZRuXcX5nz4,Boy,Major
7/25/2018,KARD,Ride on the wind,,,https://youtu.be/6AZ3BAydZqI,Co-ed,Major
7/25/2018,Airisu,Oppa,오빠,,https://youtu.be/BYZalJ8WJz8,Girl,Major
7/24/2018,Astro,Always You,너잖아,,https://youtu.be/T1ozr79pcjo,Boy,Major
7/23/2018,Super Junior D&E,Sunrise,,,https://youtu.be/3auavb5f0bw,Boy,Japanese
7/22/2018,ELRIS,Lovely,챙겨주고 싶어,,https://youtu.be/RROsdhiFNWQ,Girl,Minor
7/19/2018,GFRIEND,Sunny Summer,여름여름해,,https://youtu.be/M9P90QTo_uE,Girl,Major
7/19/2018,Boyfriend,Call Me,,,https://youtu.be/6vau7L4odDU,Boy,Japanese
7/18/2018,Saturday,MMook JJi BBa,묵찌빠,,https://youtu.be/K4tJ1k7AP-o,Girl,Major
7/18/2018,Triple H,Retro Future,,,https://youtu.be/b2hcCVAuM7Y,Co-ed,Major
7/18/2018,Varsity,Flower,,,https://youtu.be/zxHP2wcVd-k,Boy,Major
7/17/2018,Yellow Bee,If You Love Me,티날까봐,,https://youtu.be/-g0yW2AY87s,Girl,Major
7/17/2018,FTISLAND,Pretty Girl,,,https://youtu.be/LMmJhMEUQPA,Boy,Japanese
7/16/2018,Mamamoo,Egotistic,너나 해,,https://youtu.be/G5UM2rOyqr4,Girl,Major
7/16/2018,Seventeen,Oh My!,어쩌나,,https://youtu.be/_5PELxP8Udg,Boy,Major
7/16/2018,CNBLUE,Don't Say Good Bye,,,https://youtu.be/4cY-t3h3Aj8,Boy,Japanese
7/15/2018,Heygirls,Nog Yeojwo,녹여줘,,https://youtu.be/l5txlQDoFsw,Girl,Major
7/13/2018,Wable,Ending Song,그대 오늘하루도,,https://youtu.be/qMFrBtL2cDw,Girl,Major
7/13/2018,Mamamoo,Sky Sky,하늘하늘,,https://youtu.be/I-ORE0PR2zk,Girl,Minor
7/12/2018,The Boyz,Keeper,지킬게,,https://youtu.be/oR-QJtmn6ww,Boy,Major
7/11/2018,Epik High,Sleeping Beauty,,,https://youtu.be/HKb-mIky31o,Boy,Major
7/10/2018,Gugudan Semina,Semina,샘이나,,https://youtu.be/UpLwQAN25so,Girl,Major
7/10/2018,Myteen,She Bad,,,https://youtu.be/p6uRDBdolaA,Boy,Major
7/9/2018,Twice,Dance The Night Away,,Naive,https://youtu.be/Fm5iP0S1z9w,Girl,Major
7/8/2018,Target,Is It True,실화냐,,https://youtu.be/J5yphOHTaBc,Boy,Major
7/4/2018,Golden Child,Let Me,,,https://youtu.be/mGdsghfV1ow,Boy,Major
7/4/2018,Favorite,Heart Signal,하트시그널,,https://youtu.be/MJ6v8UARkP4,Girl,Minor
7/3/2018,MeloMance,Tale,동화,,https://youtu.be/FoYyqHqbnxc,Boy,Major
7/3/2018,Teen Top,Lover,너와 나의 사이,,https://youtu.be/351ddHRYKRQ,Boy,Major
7/2/2018,Apink,I'm So Sick,1도 없어,VIKINGS LEAGUE,https://youtu.be/_U3yC1OvLXU,Girl,Major
7/2/2018,Baba,Oh! My God!,세상에 이런 일이,,https://youtu.be/tmtEoT_eZ4E,Girl,Major
6/30/2018,Lovelyz,Wag-zak,여름 한 조각,,https://youtu.be/uer7k-jkk78,Girl,Major
6/29/2018,Melody Day,Restless,잠은 안 오고,,https://youtu.be/KxMO39Fjpgc,Girl,Major
6/28/2018,Elris,Summer Dream,,,https://youtu.be/tpLro7n3PWo,Girl,Major
6/28/2018,UNB,Black Heart,블랙하트,,https://youtu.be/JF1HVN2RoCk,Boy,Major
6/27/2018,GDB,Eggslut,,,https://youtu.be/Q5RkhBs3AQ4,Boy,Major
6/27/2018,Drunken Tiger,Bumaye,범바예,,https://youtu.be/XvGGQch-Pno,Boy,Major
6/26/2018,DAY6,Shoot Me,슛 미,,https://youtu.be/g2X2LdJAIpU,Boy,Major
6/26/2018,Momoland,Baam,배앰,,https://youtu.be/txWmd7QKFe8,Girl,Major
6/26/2018,100%,Summer Night,,,https://youtu.be/iY3DzbpZ7DI,Boy,Japanese
6/26/2018,Neon Punch,Moonlight,,,https://youtu.be/qfDc0YdKR4E,Girl,Major
6/25/2018,SHINee,Our Page,네가 남겨둔 말,,https://youtu.be/Psl-x_nw7TI,Boy,Major
6/25/2018,NU'EST W,Dejavu,데자부,,https://youtu.be/dx0VcSNWdBg,Boy,Major
6/25/2018,My Sunset,,다가가,,https://youtu.be/OPLiykvhmTc,Boy,Minor
6/22/2018,ABRY,Strike,파업선언,,https://youtu.be/K8boqvx-1SQ,Girl,Major
6/21/2018,Red Velvet,#Cookie Jar,,Undermood Film,https://youtu.be/rRgTMs_bGuI,Girl,Japanese
6/21/2018,The Eastlight,Never Thought (I'd Fall In Love),,,https://youtu.be/bPWgIRn5eu0,Boy,Minor
6/18/2018,Taeyeon,Something New,썸띵 뉴,,https://youtu.be/im1UUY8dQIk,Girl Solo,Major
6/18/2018,BtoB,Only One For Me,너 없인 안 된다,,https://youtu.be/fHQkdIGue3k,Boy,Major
6/17/2018,Like A Movie,Twilight,,,https://youtu.be/YC6H7wZWPwk,Boy,Major
6/17/2018,DAY6,Stop The Rain,,,https://youtu.be/64DtWBXjU2Y,Boy,Japanese
6/15/2018,Blackpink,Ddu Du Ddu Du,뚜두뚜두,,https://youtu.be/IHNzOHi8sJs,Girl,Major
6/14/2018,Twice,I Want You Back,,,https://youtu.be/X3H-4crGD6k,Girl,Japanese
6/14/2018,"HNB (Woo Jin-young, Kim Hyeon-soo)",Falling In Love,설레고 난리,,https://youtu.be/4DLVZ_XsBxY,Boy,Major
6/13/2018,Longguo,Clover feat. Yoon Mirae,,,https://youtu.be/hDLeV8Ik7i4,Boy,Major
6/12/2018,DPR LIVE,Playlist,,DPR Visuals,https://youtu.be/n0LYGzYt6DU,Boy,Major
6/11/2018,SHINee,I Want You,,,https://youtu.be/IDpWeURKkbI,Boy,Major
6/11/2018,Busters,Grapes,포도포도해,,https://youtu.be/Sw2UcgiFktE,Girl,Major
6/10/2018,Girlkind,S.O.R.R.Y,,,https://youtu.be/5YDXOm5WGjs,Girl,Major
6/10/2018,Walwari,Everyday Brother,매일 오빠,,https://youtu.be/oP1KDCKEOqQ,Co-ed,Major
6/8/2018,Sixth Sense,Don't Go,,,https://youtu.be/sbyX-zgGmtY,Girl,Minor
6/7/2018,ONF,Complete,널 만난 순간,,https://youtu.be/ka9zaVL28OY,Boy,Major
6/7/2018,A.C.E,Take Me Higher,텍 미 하이어,,https://youtu.be/g4ELX7LyXDw/,Boy,Major
6/5/2018,fromis_9,DKDK,두근두근,,https://youtu.be/B3KuJqe3Epg,Girl,Major
6/5/2018,Yubin,Lady,숙녀,Naive,https://youtu.be/2MiQonPvlVM,Girl Solo,Major
6/5/2018,Navi,Monday to Sunday,먼투썬,,https://youtu.be/Qd36eR0n_ag,Girl Solo,Major
6/4/2018,Wanna One,Light,켜줘,,https://youtu.be/J1L3nDC4mEk,Boy,Major
6/1/2018,WJMK,Strong,짜릿하게,,https://youtu.be/gMukx_M2oN0,Girl,Major
6/1/2018,YPDA,Be Pretty,예뻐지다,,https://youtu.be/L6Lf7G5UjGg,Girl,Major
5/31/2018,Xeno-T,Dokoni Itemo,どこにいても,,https://youtu.be/XQndJTJD4Mw,Boy,Japanese
5/30/2018,Super Junior-D&E,Hot Babe,,,https://youtu.be/8J3UFVKSCQs,Boy,
5/30/2018,Sam Kim,Teenager feat. Lee Rohan,틴에이저,,https://youtu.be/g7SaHANkFaE,Boy Solo,Major
5/30/2018,LOONA YYXY,Love4eva (feat. Grimes),,,https://youtu.be/tIWpr3tHzII,Girl,Major
5/28/2018,AOA,Bingle Bangle,빙글뱅글,FantazyLab,https://youtu.be/ntWSnDV0MYs,Girl,Major
5/28/2018,PRISTIN V,Get It,네 멋대로,,https://youtu.be/-z3iyydFevQ,Girl,Major
5/28/2018,SHINee,Good Evening,데리러 가,,https://youtu.be/7dGwk5-QMpc,Boy,Major
5/28/2018,Bolbbalgan4,Wind,바람사람,,https://youtu.be/H_925lEs4u0,Girl,Major
5/28/2018,Marmello,The moment of glory,승리의 순간,,https://youtu.be/-LQtb_56j90,Girl,Minor
5/28/2018,NTB,Dramatic,,,https://youtu.be/93FQeTcmoBY,Boy,Major
5/25/2018,Prism,Chok,촉,,https://youtu.be/zc-d4CAPZNU,Girl,Major
5/25/2018,24K,Bonnie N Clyde,보니 앤 클라이드,,https://youtu.be/Fqm5Xi5x00o,Boy,Major
5/25/2018,Boyfriend,Sunshower,여우비,,https://youtu.be/gRE1wRtg4tc,Boy,Minor
5/24/2018,Bolbbalgan4,Starlight,야경,,https://youtu.be/0o6TvZRVLYo,Girl,Minor
5/24/2018,Bolbbalgan4,Travel,여행,,https://youtu.be/xRbPAVnqtcs,Girl,Major
5/24/2018,The Eastlight,Love Flutters,설레임,,https://youtu.be/T3U2TqqT_GQ,Boy,Major
5/23/2018,The Rose,I.L.Y,,,https://youtu.be/Vn0emeBJRGA,Boy,Minor
5/23/2018,Victon,The Time Of Sorrow,오월애,,https://youtu.be/b4Yo_8Y4FI8,Boy,Major
5/23/2018,KHAN,I'm Your Girl?,아임 유어 걸?,Rigid Film,https://youtu.be/I0gDCmVuwME,Girl,Major
5/22/2018,TST,Love Story,,,https://youtu.be/NtwDE2XFzmI,Boy,Major
5/21/2018,Cross Gene,Believe Me,빌리브미,,https://youtu.be/X4AtFvbE07o,Boy,Minor
5/21/2018,EXID,How Why,하우와이,,https://youtu.be/W6zUal4zrVI,Girl,Minor
5/20/2018,V.O.S,Door,문,,https://youtu.be/xsWHOqee4n8,Boy,Major
5/18/2018,BTS,Fake Love,페이크 러브,Lumpens,https://youtu.be/7C2z4GqqS5E,Boy,Major
5/18/2018,UNI.T,No More,넘어,,https://youtu.be/cMTxBCB_o78,Girl,Major
5/18/2018,Girls' Alert,Daddy Long Legs,키다리 아저씨,,https://youtu.be/tsryo630RVc,Girl,Major
5/17/2018,Heygirls,Follow Me,팔로우해봐,,https://youtu.be/DaQdrx8py38,Girl,Major
5/17/2018,PLT,Hocus Pocus,,,https://youtu.be/3t049kAS2go,Boy,Minor
5/16/2018,N.Flying,How R U Today,하우알유,,https://youtu.be/UIxrow0ahBk,Boy,Major
5/16/2018,SEVENTEEN,Call Call Call,,,https://youtu.be/BgR_HJ7aGDY,Boy,Japanese
5/16/2018,Baechigi,Do More,더 해,,https://youtu.be/U0w5XTLibQM,Boy,Major
5/15/2018,Eyedi,Luv Highway,,Kwak Minseung,https://youtu.be/n2VWSc-jSo,Girl Solo,Major
5/15/2018,CROSS GENE,Fly,비상,,https://youtu.be/Ohzx9AbLg9g,Boy,Minor
5/10/2018,Marmello,Moonlight,문라이트,,https://youtu.be/l4uuJV2DnjI,Girl,Major
5/10/2018,Dreamcatcher,You and I,유앤아이,,https://youtu.be/I5_BQAtwHws,Girl,Major
5/9/2018,Yong Junhyung,Go Away,무슨 말이 필요해,,https://youtu.be/50czugdZXgo,Boy Solo,Major
5/9/2018,Favorite,Where Are You From?,어느 별에서 왔니?,,https://youtu.be/40hpmMfT9Rk,Girl,Major
5/8/2018,Spectrum,Light It Up,불붙여,,https://youtu.be/cRi-UiA2-f0,Boy,Major
5/8/2018,NCT 127,Chain,체인,,https://youtu.be/28XC2KRE-DE,Boy,Major
5/8/2018,CROSS GENE,Touch It,달랑말랑,ZANYBROS,https://youtu.be/ni4WtSXrIiA,Boy,Major
5/8/2018,Teen Top,Seoul Night,서울밤,,https://youtu.be/phAACoBcNow,Boy,Major
5/6/2018,GOT7,The New Era,,,https://youtu.be/szpSFNNDVWY,Boy,Japanese
5/6/2018,GFRIEND,Me Gustas Tu,今日から私たちは,,https://youtu.be/Q_8YONoUqRw,Girl,Japanese
5/2/2018,GBB,Kemi,케미,,https://youtu.be/2e_fflfMq-w,Girl,Major
5/2/2018,(G)I-DLE,LATATA,라타타,,https://youtu.be/9mQk7Evt6Vs,Girl,Major
5/1/2018,IZ,Angel,엔젤,,https://youtu.be/vPPs8HJ5764,Boy,Major
5/1/2018,ii,I'm Already You,난 이미 너야,,https://youtu.be/0pDvPujdOO0,Girl,Major
5/1/2018,Hi Cutie,8th Grade Syndrome,중2병,,https://youtu.be/YOkbG_xe0BM,Girl,Major
4/30/2018,GFRIEND,Time for the moon night,밤,,https://youtu.be/_XyBa8QsVQU,Girl,Major
4/30/2018,HALO,O.M.G.,오마이갓,,https://youtu.be/hwWgRzRu22c,Boy,Major
4/29/2018,IZ,Granulate,새살,,https://youtu.be/BG8Y9hp_Gs4,Boy,Minor
4/29/2018,JBJ,Just Be Stars,,,https://youtu.be/GeXYOENaS0o,Boy,Minor
4/28/2018,SHINee,Everytime,,,https://youtu.be/lClARHWctmI,Boy,Japanese
4/27/2018,Berry Good Heart Heart,"Crazy, Gone Crazy",난리가 난리가 났네,,https://youtu.be/eUu-lvra1Mc,Girl,Major
4/26/2018,The Eastlight,Are You Okay,넌 괜찮니,,https://youtu.be/xaTeFGsYkUw,Boy,Minor
4/24/2018,Luna,Night Reminiscin’,그런 밤,,https://youtu.be/KR-Z3YYM5xw,Girl Solo,Major
