Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
3/20/2016,GOT7,Fly,플라이,Naive,https://youtu.be/Q4vFviZ4qw0,Boy,Major
3/18/2016,FTISLAND,You Don't Know Who I Am,,,https://youtu.be/kN8QEw1lyNc,Boy,Japanese
3/16/2016,Red Velvet,One of These Nights,7월 7일,Shin Heewon,https://youtu.be/9xWiro_tS1k,Girl,Major
3/14/2016,Daybreak,Mellow,,,https://youtu.be/atstFjRxf4c,Boy,Major
3/14/2016,Holics,U Lie,,,https://youtu.be/vck0nsUEmcw,Girl,Minor
3/14/2016,Holics,Our Story,우리들 이야기,,https://youtu.be/sUsbLxiZMEc,Girl,Minor
3/9/2016,WJSN,Catch Me,캐치미,ZANYBROS,https://youtu.be/A6JrasjoyeY,Girl,Minor
3/8/2016,JJCC,Today,오늘 한번,,https://youtu.be/_n3unvHCEio,Boy,Major
3/8/2016,Fiestar,Mirror,미러,,https://youtu.be/xKMT44GBaUI,Girl,Major
3/8/2016,Miss S,Don't Speak Without Soul,영혼없이 말하지마,,https://youtu.be/Y5NGjlTHHpY,Girl,Major
3/7/2016,Snuper,Platonic Love,지켜줄게,LIKETHAT,https://youtu.be/KJLYikmDoIM,Boy,Major
3/4/2016,B.A.P,Kingdom,킹덤,,https://youtu.be/VBS1stsxtzM,Boy,Japanese
3/2/2016,KNK,Knock,노크,Tiger Cave,https://youtu.be/HYVDIZcb6Og,Boy,Major
3/1/2016,Voisper,In Your Voice,그대 목소리로 말해줘,,https://youtu.be/pcDIOpnJkes,Boy,Major
2/29/2016,CLC,High Heels,페페,ZANYBROS,https://youtu.be/0yAN3zJQPUg,Girl,Major
2/28/2016,Mamamoo,My Recipe,나만의레시피,,https://youtu.be/TBQEtiAIC2o,Girl,Minor
2/25/2016,ASTRO,Cat's Eye,장화 신은 고양이,,https://youtu.be/TFPnK016xo0,Boy,Minor
2/25/2016,Bloomy,Because Of You,너 때문이야,,https://youtu.be/QFIma6wmots,Girl,
2/25/2016,Mamamoo,You're The Best,넌 is 뭔들,,https://youtu.be/QbhmTM1cRro,Girl,Major
2/24/2016,Apink,Brand New Days,,,https://youtu.be/9HjrFnKEE8w,Girl,Japanese
2/24/2016,WJSN,Mo Mo Mo,모모모,ZANYBROS,https://youtu.be/RRJqH0Plqg8,Girl,Major
2/23/2016,Ladies' Code,Galaxy,갤럭시,,https://youtu.be/hcgT1eq3CLM,Girl,Major
2/23/2016,Teen Top,Don't Drink,술 마시지마,,https://youtu.be/Diik9bl3nlk,Boy,Minor
2/22/2016,ASTRO,Hide & Seek,숨바꼭질,,https://youtu.be/KEgSjGQEZnM,Boy,Major
2/22/2016,4Ten,Severely,지독하게,,https://youtu.be/BxpOCMH3NeQ,Girl,Major
2/22/2016,Taemin,Press Your Number,프레스 유어넘버,VM Project,https://youtu.be/XsOGiTSZ_cg,Boy Solo,Major
2/21/2016,B.A.P,Feel So Good,필소굿,ZANYBROS,https://youtu.be/CVNGjg92z-g,Boy,Major
2/21/2016,Taemin,Drip Drop,드립드랍,VM Project,https://youtu.be/Oz3mm3tPKfg,Boy Solo,Minor
2/17/2016,Wable,I Want To Fall In Love,연애하고 싶다,,https://youtu.be/LLpoj0gwRyc,Girl,Major
2/16/2016,NU'EST,Overcome,여왕의 기사,SUNNY VISUAL,https://youtu.be/xmqnT6CFSAk,Boy,Major
2/15/2016,Double S 301,Sorry I'm Busy,바빠서 미안해,,https://youtu.be/uLP_-rScMik,Boy,Minor
2/15/2016,Double S 301,Pain,,,https://youtu.be/Lh8857K5Pjs,Boy,Major
2/15/2016,Brave Girls,Deepened,변했어,,https://youtu.be/TsD79puVGRI,Girl,Major
2/14/2016,Rainbow,Whoo,우,,https://youtu.be/URPYRLiGAnY,Girl,Major
2/14/2016,BtoB,Dear Bride,,,https://youtu.be/w2MgU5XGe7Q,Boy,Japanese
2/11/2016,AOA CREAM,I'm Jelly Baby,질투 나요 BABY,,https://youtu.be/bhKFSXN2Fr4,Girl,Major
2/11/2016,Mamamoo,Taller Than You,1cm의 자존심,Kim Beomchul,https://youtu.be/h41Rrk_6rzs,Girl,Minor
2/9/2016,N.Flying,Knock Knock,노크노크,,https://youtu.be/_o5QfuPdgpo,Boy,Japanese
2/7/2016,The Legend,This,이렇게,,https://youtu.be/QM7H8elVMNw,Boy,Major
2/4/2016,Mamamoo,My Hometown,고향이,,https://youtu.be/pILouGs_k7M,Girl,Minor
2/3/2016,Taeyeon,Rain,레인,,https://youtu.be/eHir_vB1RUI,Girl Solo,Minor
1/31/2016,4Minute,Hate,싫어,ZANYBROS,https://youtu.be/D_F9HUTYnl0,Girl,Major
1/31/2016,WINNER,Baby Baby,베이비 베이비,FantazyLab,https://youtu.be/jBBy2p5EQhs,Boy,Major
1/31/2016,WINNER,Sentimental,센치해,Digipedi,https://youtu.be/OV9NJGTLm-4,Boy,Major
1/31/2016,WINNER,I'm Young,좋더라,,https://youtu.be/P79G22cJe74,Boy,Major
1/28/2016,M.C The Max,No matter where,어디에도,,https://youtu.be/va5rf20Un24,Boy,Major
1/26/2016,IMFACT,Lollipop,롤리팝,,https://youtu.be/x3ydTrmax9o,Boy,Major
1/26/2016,SUS4,Pick Me Up,,,https://youtu.be/lVG-vfUtuco,Girl,Major
1/25/2016,A.SOME,Temptress,템트리스,,https://youtu.be/Xyz1SxHNyNQ,Girl,Major
1/24/2016,GFRIEND,Rough,시간을 달려서,ZANYBROS,https://youtu.be/0VKcLPdY9lI,Girl,Major
1/24/2016,Mr.Mr,Just 1 Light,,,https://youtu.be/xMTNG7FkeFY,Boy,Japanese
1/21/2016,CNBLUE,Feel Good,필굿,,https://youtu.be/rgI6nBPjU8o,Boy,CF
1/21/2016,Bubble X,Monologue,혼잣말,,https://youtu.be/X7bu241huKk,Girl,Minor
1/21/2016,Bubble X,Hit It,히릿,,https://youtu.be/2eHzRBElVGE,Girl,Minor
1/20/2016,The Legend,Crush On You,반했다,,https://youtu.be/5f3p08llg5U,Boy,Major
1/20/2016,CROSS GENE,"Noona, You",누나 너 말야,,https://youtu.be/b6l-CkRJOJs,Boy,Major
1/18/2016,KARA,French kiss,フレンチキス,,https://youtu.be/lRF-hYdfA2s,Girl,Japanese
1/18/2016,VIXX,Depend On Me,,,https://youtu.be/M97k_IrcQtY,Boy,Japanese
1/17/2016,Stellar,Sting,찔려,Digipedi,https://youtu.be/IIj7j7mtNS4,Girl,Major
1/17/2016,Teen Top,Warning Sign,사각지대,,https://youtu.be/oLH8CxDfL_Y,Boy,Major
1/14/2016,V.O.S,The Only One For Me,그 사람이 너니까,,https://youtu.be/Rawn2CVDWE0,Boy,Major
1/13/2016,Baechigi,Walkak,왈칵,,https://youtu.be/4dSr9L7qdWs,Boy,Major
1/7/2016,Lucky J,No Love,노 러브,,https://youtu.be/LHwRNuNPvDc,Co-ed,Major
1/7/2016,AshGray,Push & Pull,밀당,,https://youtu.be/-PMtLCWVSjQ,Boy,Major
1/6/2016,Flashe,Lip Bomb,립밤,,https://youtu.be/UZrTt8hRnns,Girl,Major
1/4/2016,Dal Shabet,Someone Like U,너 같은,,https://youtu.be/6H1QOFBNRWs,Girl,Major
1/4/2016,CoCoSoRi,Dark Circle,다크서클,,https://youtu.be/X4SGYjRPx1g,Girl,Major
12/23/2015,iKON,What's Wrong?,왜 또,Sa Minhan,https://youtu.be/KS2UujCafvQ,Boy,Major
12/23/2015,iKON,Dumb & Dumber,덤앤더머,,https://youtu.be/QjZkpm7_kRk,Boy,Major
12/20/2015,APRIL,Snowman,스노우맨,ZANYBROS,https://youtu.be/YqAP4M_5XCs,Girl,Major
12/17/2015,Dickpunks,Show Me,니가 보여,,https://youtu.be/l6ZL6rMnneI,Boy,Major
12/16/2015,HISTORY,Lost,,,https://youtu.be/ThQdZvxgpkE,Boy,Japanese
12/13/2015,SHINee,DxDxD,,,https://youtu.be/OTZMso8njbo,Boy,Japanese
12/9/2015,EXO,Sing For You,싱포유,,https://youtu.be/nqaSboKBIuA,Boy,Minor
12/8/2015,g.o.d,A Funny But Sad Day,웃픈 하루,,https://youtu.be/sXkZgR9gS24,Boy,Major
12/8/2015,Brown Eyed Soul,Home,,,https://youtu.be/qWRDjlbnKQM,Boy,Major
12/7/2015,Dynamic Duo,Oksang,옥상에서,,https://youtu.be/v5f3fD3NtW8,Boy,Minor
12/6/2015,Lovelyz,For You,그대에게,Digipedi,https://youtu.be/mFnN0q05_B4,Girl,Major
12/3/2015,Girls' Generation-TTS,Dear Santa,,,https://youtu.be/CL34w0xql7s,Girl,Major
12/3/2015,Girls' Generation-TTS,Dear Santa (English ver.),,,https://youtu.be/FXbwcq6WZ-M,Girl,English
12/3/2015,SEVENTEEN,Q&A (with Ailee),,Digipedi,https://youtu.be/Uk01FiCAk50,Boy,Minor
12/2/2015,Nell,Lost in perspective,3인칭의 필요성,,https://youtu.be/Nx_IUlhj66E,Boy,Major
12/1/2015,LABOUM,AALOW AALOW,아로아로,,https://youtu.be/o3C_frwl79A,Girl,Major
11/29/2015,BTS,Run,런,Lumpens,https://youtu.be/5Wn85Ge22FQ,Boy,Major
11/26/2015,UP10TION,Catch Me,여기여기 붙어라,,https://youtu.be/YE5KxgrkK0k,Boy,Major
11/26/2015,Noel,In the End,이별밖에,,https://youtu.be/IW06kHkKSfY,Boy,Major
11/25/2015,I.C.E,Over U,,,https://youtu.be/hSaPyVwoOhQ,Girl,Major
11/25/2015,K-Much,Tie My Hands,,,https://youtu.be/YtMItMUPEbE,Boy,Major
11/24/2015,Road Boyz,Show Me Bang Bang,쇼 미 뱅 뱅,,https://youtu.be/MGze2L5oiG4,Boy,Major
11/24/2015,APRIL,Muah!,무아!,ZANYBROS,https://youtu.be/Z6OxJMuSnx4,Girl,Major
11/23/2015,9MUSES,Sleepless Night,잠은 안오고 배는 고프고,ZANYBROS,https://youtu.be/wNnV2D7ME7A,Girl,Major
11/23/2015,5tion,Lie,라이,,https://youtu.be/VRNbTJlQ5oA,Boy,Minor
11/22/2015,GOT7,Confession Song,고백송,Naive,https://youtu.be/gNLF7ysoc6w,Boy,Minor
11/20/2015,Dynamic Duo,Dodoripyo,도돌이표,,https://youtu.be/v63zKfh-cv0,Boy,Minor
11/20/2015,BIGFLO,"1,2,3,4",,,https://youtu.be/M31OMJB6UwA,Boy,Japanese
11/18/2015,Apink,Sunday Morning,,,https://youtu.be/Ppjsorbd0Fo,Girl,Japanese
11/17/2015,EXID,Hot Pink,핫핑크,Digipedi,https://youtu.be/8NaeaLW8CLY,Girl,Major
11/17/2015,JJCC,Insomnia,불면증,,https://youtu.be/vWfvnD9BKqg,Boy,Major
11/17/2015,Dynamic Duo,Jam,꿀잼,,https://youtu.be/bbTOhfJYQkc,Boy,Major
11/16/2015,B.I.G,Taola,타올라,Digipedi,https://youtu.be/VHG5mzW1-no,Boy,Major
11/16/2015,Road Boyz,Poison Girl,독한 여자,,https://youtu.be/WiRysO93K9c,Boy,Minor
11/16/2015,Dynamic Duo,J.O.T.S,,,https://youtu.be/oxnAcKfSa1Q,Boy,Minor
11/16/2015,The Legend,Nail,손톱,,https://youtu.be/IrsTz_ve2gI,Boy,Major
11/15/2015,Snuper,Shall We Dance,쉘 위 댄스,,https://youtu.be/nB6eX7Lc2CY,Boy,Major
11/15/2015,B.A.P,"Young, Wild & Free",비에이피 - 영 와일드 앤 프리,ZANYBROS,https://youtu.be/_1_rw1gU6h0,Boy,Major
11/15/2015,iKON,Anthem,이리오너라,,https://youtu.be/qdD7ciXKfzE,Boy,Major
11/15/2015,iKON,Apology,지못미,Sa Minhan,https://youtu.be/blSCDrx0CDA,Boy,Major
11/12/2015,UP10TION,Come as you are,그대로,,https://youtu.be/RoJwaRTjHps,Boy,Minor
11/12/2015,MyB,DdoDdo,또또,,https://youtu.be/oKjlIbckuW4,Girl,Major
11/11/2015,Dia Girls,Gently,스르륵,,https://youtu.be/kU4yecpcDGc,Girl,Major
11/11/2015,D.Holic,Murphy & Sally,머피와 샐리,,https://youtu.be/mREGml_aZoI,Girl,Major
11/11/2015,Madtown,OMGT,오엠지티,,https://youtu.be/dODodiuO0uU,Boy,Major
11/10/2015,EXO,Lightsaber,라이트세이버,,https://youtu.be/ukAvTZbnN94,Boy,CF
11/9/2015,Crayon Pop,Dancing All Night,댄싱 올 나잇,,https://youtu.be/K-B5XAxDQ8w,Girl,Japanese
11/9/2015,Tahiti,Skip,스킵,,https://youtu.be/Tc909eoH2wo,Girl,Major
11/9/2015,Wanna.B,Hands Up,손들어,,https://youtu.be/clViD7CJcho,Girl,Major
11/9/2015,VIXX,Chained Up,사슬,Woogie Kim,https://youtu.be/vqzBrI76e4g,Boy,Major
11/9/2015,MAP6,Storm,스톰,,https://youtu.be/XhL74E1xVgc,Boy,Major
11/5/2015,Vetty L,Come Back Please,돌아와 제발,,https://youtu.be/HJF7KGvNvN8,Girl,Major
11/4/2015,Rania,Demonstrate,데몬스트레이트,,https://youtu.be/aVdAXzu6LgE,Girl,Major
11/4/2015,ROMEO,Target,타겟,,https://youtu.be/YC0-c0iW4WA,Boy,Major
11/4/2015,Davichi,Moment,이 순간,,https://youtu.be/-HBkX3VGrWw,Girl,Minor
11/4/2015,Brown Eyed Girls,Brave New World,신세계,FPK,https://youtu.be/8fMnBrts2cg,Girl,Major
11/4/2015,Brown Eyed Girls,Warm Hole,웜홀,FPK,https://youtu.be/hflLXh1M-is,Girl,Minor
11/3/2015,Year 7 Class 1,Believe,,,https://youtu.be/1nlS9muDxBM,Girl,Major
11/2/2015,Gavy NJ,Hello,헬로우,,https://youtu.be/nXnK7MIwIos,Girl,Major
11/1/2015,VAV,Under The Moonlight,,,https://youtu.be/dhUxG95s1y8,Boy,Major
11/1/2015,High4,D.O.A (Dead or Alive),데드 오어 얼라이브,,https://youtu.be/nJBoTu_gogk,Boy,Major
10/27/2015,B1A4,Happy Days,,,https://youtu.be/t1F3a9f_vdQ,Boy,Japanese
10/26/2015,f(x),4 Walls,포 월즈,,https://youtu.be/4j7Umwfx60Q,Girl,Major
10/25/2015,SHINee,Sing Your Song,,,https://youtu.be/bbiU2EBJA_U,Boy,Japanese
10/21/2015,N.Flying,Lonely,론리,,https://youtu.be/D5BlM1NMP5c,Boy,Major
10/19/2015,DIA,My Friend's Boyfriend,내 친구의 남자친구,,https://youtu.be/ui_YY5mJZT4,Girl,Major
10/19/2015,Twice,Like OOH-AHH,우아하게,Naive,https://youtu.be/0rtV5esQT6I,Girl,Major
10/18/2015,Topp Dogg,The Beat,,,https://youtu.be/urmX0l5aBs8,Boy,Major
10/15/2015,Uniq,Best Friend,,,https://youtu.be/UsQUHoViugo,Boy,Minor
10/13/2015,AOA,Oh Boy,보이,,https://youtu.be/fCATw-7au30,Girl,Japanese
10/11/2015,BtoB,Way Back Home,집으로 가는 길,ZANYBROS,https://youtu.be/lr-MkPRHFms,Boy,Major
10/7/2015,Oh My Girl,Closer,클로저,Sunny Visual,https://youtu.be/isUudT58Xfk,Girl,Major
10/7/2015,BIGFLO,Obliviate,오블리비아테,ZANYBROS,https://youtu.be/yEtpfu_ro6E,Boy,Major
10/6/2015,Taeyeon,I feat. Verbal Jint,아이,,https://youtu.be/4OrCA1OInoo,Girl Solo,Major
10/6/2015,MelodyDay,Speed Up,스피드 업,,https://youtu.be/_cVD9jQZje8,Girl,Major
10/1/2015,MONSTA X,Hero,히어로,Vikings League,https://youtu.be/FZ9lJ5ctd0s,Boy,Major
9/30/2015,Lovelyz,Ah-Choo,아츄,Digipedi,https://youtu.be/v7qisJ_KuYI,Girl,Major
9/30/2015,24K,Super Fly,날라리,,https://youtu.be/CnmLjdvTeCE,Boy,Major
9/30/2015,iKON,Rhythm Ta,리듬 타,,https://youtu.be/tYI5CriE6XU,Boy,Major
9/30/2015,iKON,Airplane,에어플레인,,https://youtu.be/ORzHsIWx8UQ,Boy,Major
9/30/2015,A-Daily,Spotlight,스포트라이트,,https://youtu.be/fCCpaj4Ck1Q,Girl,Major
9/28/2015,GOT7,If You Do,니가 하면,Naive,https://youtu.be/T0iPB_JyS5g,Boy,Major
9/24/2015,A.H.H.A,Hood On,훋 온,,https://youtu.be/Lsr_-go-d_A,Girl,Major
9/24/2015,Mamamoo,Girl Crush,걸크러쉬,,https://youtu.be/8VqixYI3rKA,Girl,OST
9/23/2015,Cool,It's Alright,다 잘될 거야,,https://youtu.be/5jl8GwA3xn0,Co-ed,Major
9/22/2015,Berry Good,My First Love,내 첫사랑,,https://youtu.be/yGzsKjUCrnE,Girl,Major
9/18/2015,Nell,Star Shell,,,https://youtu.be/kgB219Noobk,Boy,Major
9/17/2015,DIA,I Wanna Listen to Music,음악 들을래,,https://youtu.be/VMQSFXzssSU,Girl,Minor
9/17/2015,DIA,Lean on Me (feat. Microdot),린온미,,https://youtu.be/P47TTxS4lTs,Girl,Minor
9/17/2015,ZE:A,Continue,,,https://youtu.be/CAhrdIuV4I8,Boy,Minor
9/16/2015,Jong-hyun,End of a Day,하루의 끝,,https://youtu.be/wGP-gfCWXYI,Boy Solo,Minor
9/15/2015,Super Junior,Magic,매직,,https://youtu.be/xMZ5nK5G71o,Boy,Major
9/14/2015,DIA,Somehow,왠지,,https://youtu.be/tzQv6TgwuFQ,Girl,Major
9/14/2015,Fly To The Sky,It happens to be that way,그렇게 됐어,,https://youtu.be/Q8KO4sekJyI,Boy,Major
9/14/2015,Fly To The Sky,If I have to hate you,미워해야 한다면,,https://youtu.be/KiQ8OIiNwmY,Boy,Major
9/14/2015,iKON,My Type,취향저격,Sa Minhan,https://youtu.be/ZS6vfv4sszg,Boy,Major
9/13/2015,CNBLUE,Cinderella,신데렐라,,https://youtu.be/YLay6l7CakM,Boy,Major
9/13/2015,Lovelyz,Shooting Star,작별하나,Digipedi,https://youtu.be/VblCeotmvs4,Girl,Minor
9/10/2015,UP10TION,"So, Dangerous",위험해,,https://youtu.be/6cBQ9DzpQRk,Boy,Major
9/9/2015,Zest,Give Me A Chance,기회를줘,,https://youtu.be/lbOlvd9XjKA,Boy,Major
9/9/2015,SEVENTEEN,Mansae,만세,Im Seonggwan,https://youtu.be/MKbwrcIjfy8,Boy,Major
9/8/2015,Red Velvet,Dumb Dumb,덤덤,VM Project,https://youtu.be/XGdbaEDVWp0,Girl,Major
9/8/2015,Ladies' Code,Smile Even Though It Hurts,아파도 웃을래,,https://youtu.be/AtIqA6TY8Q4,Girl,Minor
9/7/2015,CNBLUE,Supernova,,,https://youtu.be/FWGmg4yN_j4,Boy,Japanese
9/7/2015,5tion,Because of You,,,https://youtu.be/M2qWXeh18Lo,Boy,Minor
9/6/2015,DAY6,Congratulations,콩그레츄레이션,Naive,https://youtu.be/x3sFsHrUyLQ,Boy,Major
9/6/2015,MONSTA X,Rush,신속히,,https://youtu.be/bSo7gYXp-bA,Boy,Major
9/4/2015,GOT7,Laugh Laugh Laugh,,,https://youtu.be/QnttrgiMYHg,Boy,Japanese
9/3/2015,BIGSTAR,Full Moon Shine,달빛소나타,,https://youtu.be/ZxYsDHgHItg,Boy,Major
8/31/2015,ZE:A J,Kiminosobani ~Love to You~,君のそばに~Love to you~,,https://youtu.be/0TRuI2KBjtA,Boy,Japanese
8/27/2015,BEATWIN,Stalker,스토커,,https://youtu.be/o6D1J3BsDYo,Boy,Major
8/27/2015,Year 7 Class 1,Always (2015 ver.),,,https://youtu.be/3c6VvThpbbg,Girl,Major
8/27/2015,VIXX,Can't Say,,,https://youtu.be/OmH9RjIZjp4,Boy,Japanese
8/26/2015,ALLSTAR,Sugar,슈가,,https://youtu.be/eAPLZrwcnh4,Boy,Major
8/25/2015,2EYES,Pippi,삐삐,LIKETHAT,https://youtu.be/dvPx0Dz0Z3Y,Girl,Major
8/24/2015,"Mamamoo, Basick",Stand Up,,,https://youtu.be/JW9YIAuYUi4,Girl,Minor
8/24/2015,MyB,My Oh My,심장어택,,https://youtu.be/1YC5g5UcmFo,Girl,Major
8/23/2015,APRIL,Dream Candy,꿈사탕,Digipedi,https://youtu.be/H2T1yZbTMzo,Girl,Major
8/19/2015,JJCC,Where You At,어디야,,https://youtu.be/CLUqXE8mSyU,Boy,Major
8/19/2015,SG Wannabe,Love You,가슴 뛰도록,,https://youtu.be/3dVB4KGVkbE,Boy,Major
8/19/2015,SG Wannabe,Good Memory,좋은 기억,,https://youtu.be/gty7Yf3VUVM,Boy,Major
8/18/2015,Girls' Generation,You Think,유 싱크,Tiger Cave,https://youtu.be/hJYGddE0vHc,Girl,Major
8/17/2015,Girls' Generation,Lion Heart,라이온 하트,ZANYBROS,https://youtu.be/nVCubhQ454c,Girl,Major
8/16/2015,FTISLAND,Puppy,,,https://youtu.be/VQY5VZe01Zg,Boy,Japanese
8/16/2015,Blady,Secret Number,비밀열쇠,,https://youtu.be/6Yukzfv47m0,Girl,Major
8/16/2015,VIXX LR,Beautiful Liar,뷰티풀 라이어,,https://youtu.be/ZKTaIsFkCcY,Boy,Major
8/9/2015,B1A4,Sweet Girl,스윗 걸,Sunny Visual,https://youtu.be/5W7GSJ-4ZqQ,Boy,Major
8/9/2015,ZE:A J,Marry Me,,,https://youtu.be/-0h6axOoAIM,Boy,Chinese
8/8/2015,BtoB,Summer Color My Girl,夏色 MY GIRL,,https://youtu.be/G8BEPY1KhqI,Boy,Japanese
8/6/2015,Baechigi,Shut Up,닥쳐줘요,,https://youtu.be/BBzmsNdnWPc,Boy,Major
8/4/2015,GD&T.O.P,Zutter,쩔어,,https://youtu.be/D8t8A8E_Tqc,Boy,Major
8/4/2015,BIGBANG,Let's Not Fall In Love,우리 사랑하지 말아요,Han Samin,https://youtu.be/9jTo6hTZmiQ,Boy,Major
8/3/2015,T-ara,So Crazy,완전 미쳤네,ZANYBROS,https://youtu.be/maSoUetHock,Girl,Major
8/3/2015,Apink,Petal,꽃잎점,,https://youtu.be/CDhfIgS4aAo,Girl,Minor
8/2/2015,SHINee,Married To The Music,메리드 투 더 뮤직,,https://youtu.be/bcu7yZBeSKw,Boy,Major
8/2/2015,The Legend,Shadow,,,https://youtu.be/AxPO4jtQgYs,Boy,Major
8/1/2015,Baby Boo,Boo Boo Boo,부부부,,https://youtu.be/V2jHQ5hvsds,Girl,Major
7/31/2015,Wonder Girls,I Feel You,아이필유,Lumpens,https://youtu.be/V9QXQz6uE0M,Girl,Major
7/30/2015,Dickpunks,Let's Play In The HanRiver,한강에서 놀아요,,https://youtu.be/x8Gh2J1nRAc,Boy,Major
7/29/2015,Flashe,The Star Of Stars,별의별,,https://youtu.be/ViTab10kVBI,Girl,Major
7/29/2015,ZPZG,AOAO,,,https://youtu.be/5bEifybKxOY,Boy,Major
7/26/2015,Beast,YeY,예이,Tiger Cave,https://youtu.be/8JQJ83aFNo8,Boy,Major
7/21/2015,10X10,AMOMIA,아모미아,,https://youtu.be/b6vguT3tq6k,Girl,Major
7/21/2015,Hello Venus,I'm Ill,난 예술이야,,https://youtu.be/OtSS4xcdXpI,Girl,Major
7/20/2015,Wanna.B,Attention,전체 차렷,,https://youtu.be/8fcEkxFLHmQ,Girl,Major
7/19/2015,Beast,Gotta Go To Work,일하러 가야 돼,Tiger Cave,https://youtu.be/mjP5mx30g8c,Boy,Minor
7/19/2015,Stellar,Vibrato,떨려요,Digipedi,https://youtu.be/pOmTdFpIDX8,Girl,Major
7/19/2015,Sonamoo,Cushion,쿠션,ZANYBROS,https://youtu.be/FYqfHaAkplw,Girl,Major
7/17/2015,Awesome Baby,Why me?,내가 왜?,,https://youtu.be/aLvNgZvIV4Q,Girl,Major
7/15/2015,Super Junior,Devil,데빌,,https://youtu.be/gOwERHxXcTs,Boy,Major
7/15/2015,N*White,Paradise,천국,,https://youtu.be/_v23YGDdSVA,Girl,Major
7/13/2015,Infinite,Bad,배드,Digipedi,https://youtu.be/i1oTSAhdzNQ,Boy,Major
7/12/2015,GOT7,Just Right,딱 좋아,Naive,https://youtu.be/vrdk3IGcau8,Boy,Major
7/7/2015,D.Holic,Chewy,쫄깃쫄깃,,https://youtu.be/UvHpDhBdSto,Girl,Major
7/7/2015,Take,Rainy Day,주르르,,https://youtu.be/HDYAGD2TTcQ,Boy,Major
7/5/2015,LoveUs,Tickle,티클,,https://youtu.be/FOclpWgRqHI,Girl,Major
7/3/2015,A.cian,Just Leave,그냥 떠나가,,https://youtu.be/YaD2ayfE92Q,Boy,Minor
7/2/2015,4Ten,Go Easy,살살해,,https://youtu.be/Pr1RNlTRkXI,Girl,Major
7/1/2015,Minx,Love Shake,러브 쉐이크,,https://youtu.be/iLXyoC2HRgY,Girl,Major
7/1/2015,9MUSES,Hurt Locker,다쳐,ZANYBROS,https://youtu.be/sna6j078eOw,Girl,Major
7/1/2015,Hotshot,I'm A Hotshot,아임 어 핫샷,,https://youtu.be/LAn6KvsnP3E,Boy,Major
6/30/2015,BIGBANG,Sober,맨정신,Han Samin,https://youtu.be/MBNQgq56egk,Boy,Major
6/30/2015,Myname,Hello Again,,,https://youtu.be/nqgSLHZaO_4,Boy,Japanese
6/29/2015,Crayon Pop,Rarirure,라리루레,,https://youtu.be/AczeObkJDAM,Girl,Japanese
6/28/2015,BtoB,It's OK,괜찮아요,ZANYBROS,https://youtu.be/SNpuKLfv1EE,Boy,Major
6/24/2015,Playback,Playback,플레이백,,https://youtu.be/FZU5Nqre3vE,Girl,Major
6/23/2015,4Men,Blanket Kick,이불킥,,https://youtu.be/VviGrjBc-uU,Boy,Major
6/22/2015,GFRIEND,Me Gustas Tu,오늘부터 우리는,ZANYBROS,https://youtu.be/m-CKVr6Z1Tw,Girl,Major
6/21/2015,AOA,Heart Attack,심쿵해,,https://youtu.be/1pBgMBBsv4k,Girl,Major
6/21/2015,Teen Top,ah-ah,아침부터 아침까지,,https://youtu.be/TrOVgqgTRSM,Boy,Major
6/21/2015,SISTAR,Shake It,쉐이크 잇,,https://youtu.be/0Z7UVf26KS0,Girl,Major
6/19/2015,Asha,Mr. Liar,미스터라이어,,https://youtu.be/GpGJ6zJs_LA,Girl,Major
6/18/2015,Mamamoo,Um Oh Ah Yeh,음오아예,,https://youtu.be/pFuJAIMQjHk,Girl,Major
6/15/2015,Apink,Remember,리멤버,ZANYBROS,https://youtu.be/bXlrqQKbjSM,Girl,Major
6/15/2015,Song Jieun,Cool Night (with Sleepy),쿨밤,,https://youtu.be/TuiEhI9NOyM,Girl Solo,Minor
6/14/2015,2PM,My House,우리집,Naive,https://youtu.be/u2pFB1dCSo4,Boy,Major
6/12/2015,December,Reason,,,https://youtu.be/HKFq44bMhxo,Boy,Major
6/10/2015,Tritops,Sorry That I'm Ugly,못생겨서 미안해,,https://youtu.be/XWAAcD7afbk,Boy,Major
6/10/2015,TimeZ,Awaken,,,https://youtu.be/I4sdeLsdw0E,Boy,Major
6/8/2015,MBLAQ,Mirror,거울,,https://youtu.be/_h1_Imyi2D4,Boy,Major
6/8/2015,MelodyDay,#LoveMe,러브미,,https://youtu.be/UMOVGU-IyHY,Girl,Major
6/7/2015,Girls' Generation,Party,파티,ZANYBROS,https://youtu.be/HQzu7NYlZNQ,Girl,Major
6/4/2015,A.KOR BLACK,How We Do,하우 위 두,,https://youtu.be/4HqREloG1sE,Girl,Major
6/4/2015,BIGBANG,We Like 2 Party,위라이크투파티,Han Samin,https://youtu.be/oFmfi1vM7co,Boy,Major
6/3/2015,Boys Republic,Hello,헬로우,ZANYBROS,https://youtu.be/B1nD7untld8,Boy,Major
6/3/2015,High4,Baby Boy,베이비 보이,,https://youtu.be/QbouVzMYrYY,Boy,Major
6/2/2015,EXO,Love Me Right,러브 미 라잇,VM Project,https://youtu.be/RuqaVryDRd0,Boy,Major
6/2/2015,HALO,While You're Sleeping,니가 잠든 사이에,,https://youtu.be/duOm3S67qvw,Boy,Major
